id,movie_id,info_type_id,info,note
645340,2106357,15,"Nehemiah Slade, Able Seaman: Never met a dead man that bought me a drink.::Joe Plaice, Able Seaman: And I never met a live one that you bought one for, neither.",
11290936,2257788,7,PCS:Super 35,
5733294,1709850,3,Documentary,
3747029,2090627,2,Color,
8279237,2483944,4,English,
2809985,2393981,5,UK:15,
1519866,1846320,107,"$32,802,516 (USA) (8 June 2008)",
2212145,1756535,98,"Bruno de Almeida spent a few weeks documenting the recording of fado singer Camané album \Sempre de Mim\"" in February 2008. The film intimately captures the beautiful relationship between Camané and the legendary composer/producer José Mário Branco in the studio.""",lupa
9280876,1760359,1,3,
7553539,1718458,4,Bengali,
7130600,408362,4,Spanish,
8595355,1748139,18,"Junction City Prison Farm, Junction City, Ohio, USA",
5183400,2238217,8,USA,
2498453,1718995,5,Netherlands:16,
7093953,281046,4,English,
2516912,1755838,5,USA:X,
11557,2201468,11,"This cartoon was colorized in 1968 by having every other frame traced over onto a cel.  Each redrawn cel was painted in color and then photographed over a colored reproduction of each original background.  Needless to say, the animation quality dropped considerably from the original version with this method. The cartoon was colorized again in 1992, this time with a computer adding color to a new print of the original black and white cartoon.  This preserved the quality of the original animation.",
8624123,1802651,18,"Twin Ring Motegi, Tochigi, Japan",
8847656,2269478,18,"Traunsee, Salzkammergut, Austria",
13928760,2013805,16,Finland:24 December 1990,(TV premiere)
4060403,2419004,2,Black and White,
8587682,1734471,18,"Dresden, Saxony, Germany",
14344790,2300639,16,Estonia:18 September 2003,(premiere)
664271,2161383,15,Alicia: My car is outside.::Devlin: Naturally.,
4827670,1903095,8,France,
8444778,963499,18,"Scotland, UK",
13958928,2034155,16,Italy:13 December 2012,
7721026,1895179,4,English,
6473295,2194491,3,Musical,
11568922,2444836,7,RAT:1.33 : 1,
3492667,1821528,2,Color,
8117628,2310491,4,English,
7531381,1695334,4,English,
10732564,1753860,7,PCS:Spherical,
2826086,2419690,5,Peru:14,
4702747,1785263,8,USA,
6419965,2160412,3,Short,
11756994,91029,16,France:30 March 2012,
8061567,2251894,4,Malayalam,
4637707,1723631,8,Canada,
4077501,2436671,2,Black and White,
8415898,751025,18,"Miami, Florida, USA",
3257965,1412396,2,Black and White,
9482587,2066623,1,20,
8399233,597735,18,"Stage 37, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",
2236264,1873570,98,"In 1999, Argentina's peso craters. Ariel, a young man from Buenos Aires' Jewish community, deals with his mother's fatal illness, finds a job as a night shift surveillance camera monitor, and wonders when he'll discover sex. Santamaria, middle aged, loses his bank job and is dismissed by his wife; he finds stolen wallets in dumpsters to return to their owners. Ariel tells Santamaria's story to a TV reporter who profiles lives on the street. She's Laura, in a relationship with another woman, but perhaps available. Ariel desires Laura, while Santamaria courts Elsa, a washroom attendant who's husband is in prison. Christmas and Hanukkah approach; can anyone connect?",<jhailey@hotmail.com>
652666,2127668,15,"Dr. Cockroach Ph.D.: Quite simple Bob, you ring the doorbell then repeat the following \Trick or Treat.\""::B.O.B.: Huh?::Dr. Cockroach Ph.D.: They offer you candy", they are most likely human. They offer to probe you
1701662,1782929,105,$300,
11825967,159919,16,Japan:19 August 2009,
13185858,1433540,16,USA:5 March 1996,
14293410,2265089,16,Finland:14 August 1953,
7634823,1803503,4,German,
7547573,1712178,4,German,
4528013,1570951,8,UK,
14366080,2314472,16,USA:1998,
9161048,1351599,1,30,
7559147,1724172,4,English,
3976557,2333004,2,Color,
7555435,1720389,4,Turkish,
4652477,1737745,8,Hong Kong,
8037844,2226923,4,French,
4584532,1673062,8,Spain,
9457695,2029261,1,105,
6425023,2163820,3,Drama,
5204725,2258153,8,USA,
3411822,1737147,2,Black and White,
2174923,1491287,98,"When a local teenager disappears Gwen is drawn into an investigation that reveals a darker side of Torchwood. Hundreds of people have disappeared without trace, but why is Jack obstructing attempts to find them? The answer seems to lie in the rift, and as Gwen follows the trail she makes a shocking discovery.",Anonymous
1789189,1844175,65,Movie,
13428701,1663954,16,Australia:4 April 2007,(DVD premiere)
4400900,1037584,8,USA,
6873311,2430687,3,Drama,
13774637,1908747,16,Denmark:28 March 2013,
12636701,914076,16,USA:15 December 2010,
11879321,202051,16,Australia:24 September 2012,
786004,2433577,15,"Michael Loftus: [to Vivian] I can tell you're a real woman, not one of those stuffed brassieres you see on Park Avenue. You've got all the works that make a woman want to go, and live, and love.",
6460502,2186243,3,Romance,
14322587,2285962,16,Belgium:21 March 2007,
12865519,1137946,16,USA:5 February 1998,
1307496,2027848,106,"£139,338 (UK) (8 November 1998) (22 screens)",
10528477,1352317,7,PFM:35 mm,
12862330,1135037,16,Japan:3 September 2010,
13324809,1570449,16,Australia:22 May 2013,
12415570,715609,16,UK:2 September 1997,
1208130,2047662,107,"$5,208 (USA) (12 July 2009)",
13230839,1477404,16,USA:19 August 1962,
13945941,2025698,16,Soviet Union:1956,
11636618,2503001,7,PCS:Spherical,
2732314,2250309,5,USA:PG,
4491594,1404111,8,UK,
8558756,1674180,18,"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",(studio)
13643463,1814923,16,Argentina:8 September 1966,
11032129,2027941,7,"LAB:Mandarin Laboratory (International) Ltd., Hong Kong",
4509496,1477621,8,USA,
8319374,2525441,4,Slovak,
4513449,1499704,8,South Korea,
12722577,1002585,16,USA:2 January 1962,
8520166,1452470,18,"Richmond, British Columbia, Canada",
8111953,2304406,4,English,
5294767,2343416,8,USA,
993949,1944073,17,"Screenwriter 'Robert Pirosh' (qv) was originally set to direct the film but after repeated clashes with star 'Steve McQueen (I)' (qv) he was replaced with 'Don Siegel' (qv). Pirosh's script featured many blackly comedic scenes but most of them were not filmed, as Siegel wanted to make the film more dramatic. Disappointed, 'Bob Newhart' (qv) tried to get Siegel to kill his character early, but Siegel refused.",
7432912,1466911,4,Dutch,
8935728,2430825,18,"Los Angeles, California, USA",
1755670,1718739,41,VAR,
8627981,1810588,18,"Central Station, Amsterdam, Noord-Holland, Netherlands",
1546118,1812262,107,"£5,290,957 (UK) (9 May 2010)",
9540345,2154787,1,Greece:40,
6701724,2339077,3,Family,
11083282,2061475,7,OFM:35 mm,
7683444,1854996,4,Japanese,
11303460,2268556,7,RAT:1.85 : 1,
3705077,2045655,2,Color,
13363085,1609896,16,Japan:12 October 2008,
7333294,1179992,4,English,
1901391,2320737,85,1371,
9446639,2011362,1,Germany:15,
7458181,1576725,4,English,
1686718,2238195,105,"$8,000,000",
379928,1052397,15,"Narrator: And Emerson Cod realized he would not be not knitting anytime soon, as the dead girl who was not dead appeared to be staying put... a fact the Pie Maker celebrated.",
604904,1952864,15,"President Paul von Hindenburg: [upon ceremony of Hitler's Chancellorship] Do you solemnly swear to carry out the obligations of the office of Chancellor without Party interests and for the good of the nation?::Adolf Hitler: I do.::President Paul von Hindenburg: And do you further swear to uphold the Constitution, support the President and respect the right of the Reichstag, so help you God?::Adolf Hitler: I do.",
9655272,2328755,1,USA:5,(approx.)
13559390,1756750,16,France:16 May 2010,(Cannes Film Festival)
3944464,2299723,2,Color,
12936242,1206322,16,UK:11 December 2007,
10507113,1316149,7,OFM:Video,
10516918,1330914,7,RAT:1.33 : 1,
7444517,1524911,4,French,
5526542,512836,3,Drama,
7005941,2515300,3,Fantasy,
13930756,2015346,16,Czechoslovakia:30 October 1976,
3065587,762730,2,Color,
3287270,1533909,2,Color,
12229546,538461,16,USA:3 March 1996,
4236640,326064,8,Norway,
9764961,2498675,1,104,
1236634,2217520,104,18 May 1987 - 25 June 1987,
11019480,2014193,7,OFM:35 mm,
8030291,2218921,4,English,
14590812,2451379,16,Spain:10 October 2001,(Sitges Film Festival)
8761850,2086394,18,"New Jersey, USA",
8663832,1880268,18,"Havana, Cuba",
9694453,2389971,1,23,
4128419,2490893,2,Black and White,
10142563,2236827,6,Mono,(Western Electric Sound System)
12556788,848281,16,USA:24 July 1957,
7070792,202170,4,English,
11168806,2140042,7,PCS:Super 35,(3-perf) (source format)
8024471,2212670,4,Russian,
10731683,1753302,7,RAT:1.33 : 1,
5515492,366742,3,Family,
10354878,576675,7,RAT:1.33 : 1,
4125628,2487821,2,Color,
8598761,1754970,18,"Greensboro, North Carolina, USA",
14359592,2310573,16,Hong Kong:1 July 1999,
10522263,1338056,7,PFM:35 mm,
5696848,1685785,3,Short,
1787207,1837476,54,Letterbox,
13167936,1417808,16,Iceland:8 February 2004,
10225310,2436853,6,Dolby,
4723375,1804673,8,France,
1194080,2430863,102,23 February 1945 - June 1945,
14048117,2090534,16,Finland:23 December 2002,
7490266,1652817,4,English,
6399106,2146464,3,Drama,
8426665,837259,18,"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",
7982538,2167963,4,Russian,
2399690,300648,5,USA:Not Rated,
10528454,1352301,7,RAT:1.33 : 1,
12383047,682961,16,UK:22 January 1995,
5982288,1872668,3,Mystery,
7927807,2110665,4,English,
11477967,2393639,7,PCS:Spherical,
13073908,1329641,16,Finland:22 August 1962,
4983074,2049456,8,France,
566336,1848009,15,"Daffy: You're a dirty dog...::Bugs: And YOU are a dirty skunk!::Daffy: I'm a dirty skunk? I'M a dirty skunk?::[Bugs holds up a sign saying \Dirty Skunk Season\"" - Elmer", predictably
411210,1197535,15,"Captain Kathryn Janeway: If one of my crew chose to put a phaser to his own head, should I let him?::Seven of Nine: It would depend on the situation.::Captain Kathryn Janeway: It always depends on the situation, Seven.",
193472,2487842,13,"CONT: George Herbert carries a black backpack, which mysteriously appears and disappears through out the movie.",
579017,1891951,15,"Vincent Sforza: It... it hurts.::Charlie McGee: Oh, yeah? Well, love hurts. It's not all happy and sweet. And it's always the people you love that hurt you the most.::Vincent Sforza: Did Rainbird teach you that?",
8256504,2459520,4,English,
6240381,2040351,3,Comedy,
2003925,2244609,94,"Riker, Tavis. \Sharp Relief\"". In: \""Shock Cinema\"" (New York City", New York
12939703,1209439,16,USA:19 January 2013,
13578623,1769956,16,Netherlands:10 February 2009,(DVD premiere)
14673881,2510674,16,USA:3 March 2008,(Minneapolis Jewish Film Festival)
9886468,1282633,6,Mono,
6632375,2296113,3,Animation,
1439706,2094528,105,"€ 30,000",
2958689,343875,2,Color,
10347165,554422,7,PFM:35 mm,
6060933,1922119,3,Drama,
11487315,2398303,7,CAM:Lenses and Panaflex Camera by Panavision,
10673797,1696397,7,PFM:35 mm,
12265768,571704,16,USA:1992,
6881883,2435629,3,Thriller,
6068110,1926323,3,Drama,
77125,1751416,13,"CONT: When Linda and Chad are at the Russian Embassy the picture behind Linda and Chad on the office wall is Boris Yeltsin's portrait, then in security camera shot, showing Chad and Linda waiting for Krapotkin, the portrait is of Vladimir Putin.",
13555508,1764235,16,USA:1 January 2003,
11255420,2224730,7,RAT:1.85 : 1,
4619624,1706390,8,Belgium,
7322089,1131607,4,English,
8846477,2267115,18,"Zakopane, Malopolskie, Poland",
5842158,1778429,3,Short,
4432663,1183340,8,France,
11855419,186361,16,Denmark:24 June 2004,
2344506,2363172,98,"An adaptation of the Book of Genesis. Here told with serpent replaced by a banker and father of two, troubled by dreams and fears of damnation. Like Dante, he travels into the depths of his nightmare, only to find a surprise that breaks his preconceptions of what hell is. He must take his new found knowledge back to his children, the 'Adam and Eve' of the tale. First Descending, then Dissenting, Gene learns a bit of reversal of the word. His daughter, Lillly, picks up the torch, and completes the cycle of Dissent, causing discord and separation to be permanent and known, where it had perhaps always lain under the surface of suburban sanctity.",jso
7831400,2010198,4,Bengali,
5724647,1704288,3,Sci-Fi,
9490235,2077938,1,7,
13796216,1923769,16,Turkey:1 February 2008,
3641615,1978035,2,Color,
5772556,1735536,3,Horror,
10175881,2332987,6,Mono,
10283725,171586,7,PFM:35 mm,
13997370,2057722,16,France:7 September 1970,
1855938,2150661,86,Warner Home Video,
10593172,1617792,7,RAT:1.33 : 1,
9578915,2212592,1,East Germany:88,
7093646,280739,4,English,
13268985,1516949,16,Czech Republic:18 January 2008,
11047727,2037854,7,PFM:35 mm,
5979937,1870937,3,Drama,
12967740,1474328,16,USA:26 August 2011,
10363439,627614,7,LAB:LVR,(post-production laboratory)
12119748,433649,16,UK:16 December 2003,
8728229,2014746,18,"São Paulo, Brazil",
2920720,195545,2,Color,
13026195,1284648,16,USA:1 January 1968,
1343794,2089532,110,"1,313,190 (Spain) (8 December 2002)",
2882956,48348,2,Color,
5040942,2102837,8,USA,
12211702,521435,16,USA:25 November 1994,
2102554,596693,98,"Born in England the son of a clergyman, 'Victor McLaglen' (qv) traveled the world as a young man, serving in the military, sailing the south seas, boxing, and serving as a physical instructor to a rajah. When he returned to England following WWI a twice decorated soldier, he was noticed by a director who cast him in the lead of _The Call of the Road (1920)_ (qv). Within a few short years, he was a top box office draw in his homeland. Working on an American produced British movie was his stepping stone to Hollywood. His ruggedness was different than the typical Hollywood leading man, which made him stand out and had him cast usually as the tough guy. This on-screen persona was in contrast to his true warm nature with his commitment to family, and his love of rose horticulture. The movie _What Price Glory (1926)_ (qv) began his long time on-screen pairing with actor 'Edmund Lowe (I)' (qv). Arguably his greatest role was his Oscar winning one in _The Informer (1935)_ (qv). His was a long career which spanned into the television era until his death in 1959.",Huggo
6374107,2130226,3,Horror,
2249056,1927704,98,"This documentary explores six of Australia's spectacular and diverse national parks, capturing the beauty, history and man's impact on these areas. The video explores the relationship between the landscape and the indigenous animals, local mythology and the turbulent political and social history of each park.",Anon
5233603,2285654,8,India,
7679454,1850930,4,Swedish,
5572197,1099959,3,Comedy,
5843844,1779364,3,Comedy,
9558860,2181844,1,9,
2767111,2321753,5,Australia:G,
10996979,1990800,7,RAT:1.66 : 1,
221670,44608,15,"[last lines]::Hercule Poirot: Whitehaven Mansions, if you please.",
3806188,2153160,2,Color,
6693202,2333390,3,Music,
3035150,644068,2,Color,
3745932,2089459,2,Black and White,
11521535,2415389,7,PCS:Spherical,
14126849,2144046,16,UK:16 August 1991,
2604711,1948099,5,South Korea:18,
13358555,1605633,16,Belgium:27 December 2010,
13255014,1501734,16,Spain:28 May 2002,
7866256,2046348,4,French,
4995101,2060400,8,France,
2449916,1343676,5,USA:TV-G,
8874891,2326773,18,"San Francisco, California, USA",
13663707,1830376,16,Germany:19 June 1936,
1393188,1747778,110,"1,586,110 (Germany) (7 March 2004)",
3809150,2156483,2,Color,
9044389,490981,1,France:99,
4576453,1665414,8,USA,
6472900,2194204,3,Animation,
8568223,1692870,18,"New York City, New York, USA",
3657902,1995205,2,Color,
13526951,1735383,16,USA:8 October 2002,
14462743,2374898,16,USA:23 April 1917,(episode 17)
637891,2081507,15,"Kevin: If dumb were dirty, you'd cover an acre.::Justin: Well, if brains was dynamite you couldn't blow your nose.",
6769807,2375976,3,Documentary,
11748857,82868,16,USA:28 October 1995,
11328769,2293895,7,OFM:35 mm,
14309195,2276594,16,USA:9 September 2005,
4623451,1710061,8,Brazil,
321117,615784,15,Dr. Gregory House: Don't have TiVo on this thing! Can't rewind! Shut up!,
1579496,1772351,107,"$27,815,807 (USA) (27 May 2012)",
13629912,1806233,16,Denmark:19 January 1959,
4366754,899276,8,USA,
10902104,1914729,7,PCS:Spherical,
10543299,1392157,7,PFM:35 mm,
9349888,1863285,1,USA:90,
8232153,2433608,4,English,
8890693,2356340,18,"Hotel Congress, Tucson, Arizona, USA",
7798994,1976422,4,Italian,
1711208,1966012,105,"CAD 20,000",
5018210,2082204,8,USA,
12052453,369970,16,France:25 June 2001,
11620912,2493180,7,LAB:Spectra Film and Video,(processing)
2633944,2016854,5,Germany:o.Al.,
9968211,1754772,6,Silent,
12575688,865545,16,USA:10 January 1986,
10728134,1750405,7,RAT:1.33 : 1,
4238432,339829,8,Germany,
6767971,2374989,3,Music,
1882017,2248898,88,Rolling in the Sky: Frecce Tricolori,
11502211,2405947,7,PFM:35 mm,
14615755,2469333,16,Italy:30 March 1972,
66953,1689863,13,"CONT: When Agatha, her brother and Ms. St. Regis are singing \Easy St.\"" in the road you will see Agatha beat her fuzzy rope on the road", and you will notice a very large piece of the rope falls into the street
13774507,1908690,16,USA:January 2002,
281338,384747,15,"Friday: There are over five thousand men in this city who know that being a policeman is an endless, glamorless, thankless job that's gotta be done. I know it, too. And I'm damned glad to be one of them.",
14705265,1646530,9,Never talk too big. Never beat your wife. One night she could get strangled. And who would believe the hands weren't yours?,
3231183,1348162,2,Color,
5358734,2404553,8,UK,
5268359,2318815,8,UK,
7930012,2112898,4,English,
13699496,1854904,16,Austria:November 1967,
3928335,2282641,2,Color,
6291195,2077187,3,Mystery,
2631085,2007587,5,Portugal:M/12,
1692835,1872662,105,"$200,000",
10236415,2466925,6,Mono,(Western Electric Mirrophonic Recording)
8249808,2452409,4,Lithuanian,
4465865,1312386,8,USA,
7964377,2148774,4,Hungarian,
4201093,182658,8,UK,
13466801,1691336,16,USA:24 July 2010,(CUNY TV Ch. 75)
1291541,2134825,106,"$1,851,291 (USA) (26 September 1999) (1,452 screens)",
8423855,819352,18,"Studio 2, Stage 1, NBC Studios - 3000 W. Alameda Avenue, Burbank, California, USA",
9939676,1667829,6,Mono,
5414279,2457619,8,Argentina,
9425247,1977952,1,14,
5792903,1747731,3,Documentary,
1762917,1740617,62,Drama,
2679763,2125042,5,Portugal:M/12,
5987762,1876390,3,Drama,
4712120,1794210,8,USA,
13674988,1837982,16,USA:11 October 2010,(internet)
381461,1069838,15,"Emer Prevost: Well, I never thought I'd see somebody literally get skull-fucked. But, I guess there's a first time for everything.",
13365637,1612515,16,UK:13 March 1977,
11652432,2519305,7,OFM:35 mm,
8449364,1012724,18,"Stage 3, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",
232021,110754,15,"Harvey Finevoice: And now, the conclusion... I play all the Las Vegas rooms and this is the thanks I get for it.",
12890867,1163371,16,Sweden:4 November 2011,
4044416,2402717,2,Color,
11672862,11776,16,Germany:11 January 2005,
8606234,1768443,18,"South Carolina, USA",
244513,165215,15,Henry Fitzroy: You gave me your blood. You're part of me now.,
5166888,2222621,8,Finland,
1323040,1710145,107,"$14,934,238 (USA) (15 October 2000)",
12753396,1033722,16,Spain:10 October 2002,
773865,2412424,15,"Port Moresby: Could you be happy here?::Kit Moresby: Happy? Happy? How do you mean?::Port Moresby: I mean, could you like it here?::Kit Moresby: How do I know? God, I wish you wouldn't ask me questions like this! Really! I can't answer them. What do you want me to say? \Yes"," I'll be happy in Africa\""? I like Ain Krorfa so much"
92332,1857144,13,"FACT: There is no Lithuanian language in the film. The girl from Lithuania named Vilna (Lithuania's capital name is Vilnius) is speaking Russian, not Lithuanian. The words Vilna says when she first meets Ariel are \Tvoi drug Ariel. Chto s nim sluchilos?\"""," what means \""Your friend Ariel. What's wrong with him?\"""""
5226575,2278942,8,UK,
11898473,222768,16,USA:23 October 1963,
6846230,2416371,3,Comedy,
11262807,2231837,7,OFM:35 mm,
6325713,2098230,3,Drama,
9801977,230917,6,Stereo,
14094228,2121972,16,Germany:8 February 2008,(European Film Market)
4311759,657366,8,Canada,
4658096,1743087,8,USA,
1683497,1753215,105,"$20,000",
9205009,1640596,1,9,
10084516,2068071,6,Dolby Digital,
2073560,227106,98,"In her opening monologue, host 'Chelsea Handler' (qv) talks about her self-sufficiency and what she did while recuperating from a recent injury. After talking about their attire, Chelsea and her round table panelists 'Daniel Maurio' (qv), 'Heather McDonald (I)' (qv) and 'Ross Mathews' (qv) discuss the spike in consumption - especially of chicken wings - during Super Bowl week, 'Madonna' (qv)'s scheduled Super Bowl half-time performance, the results of a recent survey where more married women stated they would rather have an affair with 'Eli Manning' (qv) than 'Tom Brady (III)' (qv), the shut-down of a recent casting call for short people for _The Hobbit: An Unexpected Journey (2012)_ (qv), a woman who received a packet of cocaine in a recent Amazon shipment, and the trend of more and more hotels having women's only floors. Chelsea chats with guest 'Kristen Bell (I)' (qv) about her relationship to dogs and a recent incident she faced with dogs on a commercial flight, and her roles in _Big Miracle (2012)_ (qv) and on _\House of Lies\"" (2012)_ (qv).""",Huggo
4328666,733698,8,Spain,
14021139,2072101,16,Belgium:1989,
1588551,1896773,107,"$4,361,985 (USA) (4 October 2009)",
11339311,2302661,7,OFM:Super 16,
3724294,2066508,2,Color,(Eastmancolor)
4403195,1047117,8,Japan,
990904,1936012,17,"Director 'Robert Altman' had planned to make a feature film based on this documentary, but died before the project could be realized.",
1626762,1787616,106,"$120,620 (USA) (4 March 2012) (148 screens)",
12435300,747124,16,Spain:12 May 2010,
5949234,1850038,3,Short,
8733499,2026001,18,"Chicago, Illinois, USA",
1780415,1802488,85,1001,
6559738,2249061,3,Short,
2361003,2415827,98,"THE STAIRWELL is an absurd Orwellian study of the modern corporate caste system which follows the confusion created in the lives of a business when their computer mainframe seizes. Further chaos ensues when the elevator ceases to function and news is learned about the death of Richard's (the CEO) wife. As everything turns topsy-turvy, a lowly office assistant, Brian must overcome the laws set upon him by society, and force himself to rise to his full potential and save this corporation before it pummels to its inevitable demise.",Anonymous
2035541,2455345,92,"Chamberlain, Austen. \Twenty-Five Years A King. The Book Of The Pathe Film\"". (London)", A&C Black
8290806,2495827,4,English,
8114755,2307449,4,English,
9147152,1271893,1,USA:25,
12773399,1052051,16,Japan:19 April 2006,
13259781,1506177,16,Finland:18 July 1967,
10857987,1875633,7,PFM:35 mm,
1701257,2013438,102,16 January 2010 - 10 July 2011,
6680357,2325301,3,Comedy,
2639727,2031026,5,Netherlands:16,
12963545,1231710,16,Hungary:10 June 1993,
14164629,2172548,16,Czech Republic:1 April 2005,(Febio Film Festival)
759880,2391456,15,"Aramis: Perhaps you should take his offer. We're dead anyway.::Porthos: He's right, D'Artagnan.::Phillippe: Wait. Bargain me to Louis for all your lives. You've done your best. Please let me go.::D'Artagnan: No, I cannot do it. Even if I could give up my king, I could never give up my son.::[they all look at him, thunderstruck]::Phillippe: Your son?::D'Artagnan: I loved your mother. I love her still. You are my son. I never knew you existed. And I never felt pride as a father... until this moment.",
9772887,2511765,1,18,(approx.)
5699297,1687627,3,Fantasy,
3754020,2097411,2,Color,
8912885,2391231,18,"Conejo Valley, Thousand Oaks, California, USA",
11673809,12684,16,Japan:1 February 2008,
7481731,1642672,4,Arabic,
8487308,1276091,18,"Desilu Studios - 9336 W. Washington Blvd., Culver City, California, USA",
3672864,2011264,2,Color,
6281689,2071360,3,Documentary,
1238655,2200270,108,"£104,592 (UK) (29 January 1989) (138 screens)",
5462405,2502624,8,USA,
3757391,2101004,2,Color,
5642299,1652156,3,Drama,
10335648,495923,7,PFM:35 mm,
3471226,1799055,2,Color,
1585717,2491760,105,"$25,000",
11066682,2049464,7,MET:150 m,(split reel) (USA)
12212423,522282,16,UK:14 August 1988,
3971376,2328064,2,Color,(MiniDV)
10858119,1875773,7,OFM:35 mm,
10629754,1658071,7,PCS:Spherical,
14483695,2385681,16,Sweden:14 December 2005,(DVD premiere)
8471894,1200782,18,"Stage 8, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",
9748798,2474306,1,15,
12517898,812223,16,Mexico:23 October 2007,
7844826,2023779,4,Swedish,
838804,513512,17,This was the only serious dramatic part 'Groucho Marx' (qv) ever played on television.,
7063935,175113,4,Japanese,
7437882,1487925,4,English,
8362514,328972,18,"Greenlake, Seattle, Washington, USA",(opening credits)
10235685,2465186,6,Dolby Digital,
7203522,699346,4,German,
12417638,717894,16,UK:14 May 2011,
10780036,1797218,7,MET:150 m,(split reel) (USA)
11914764,237955,16,USA:9 October 2007,
8506265,1373570,18,"Hollywood Palace Theater - 1735 N. Vine Street, Hollywood, Los Angeles, California, USA",
10769541,1787736,7,RAT:1.37 : 1,
8307084,2513277,4,English,
5042841,2104546,8,USA,
5457082,2497540,8,USA,
5189328,2243794,8,USA,
14188641,2190430,16,Australia:21 October 2010,
8810997,2191786,18,"Chilworth Manor, Chilworth, Guildford, Surrey, England, UK",(John Cleese's house)
3889717,2241828,2,Color,
11278566,2246650,7,MET:300 m,(1 reel)
14760354,2052323,9,The dead shall inherit the Earth.,
11792117,124649,16,USA:9 August 2003,
4438948,1210324,8,USA,
11983075,304213,16,Netherlands:5 June 1981,
7146584,498266,4,English,
7939292,2122705,4,English,
1924283,2521726,64,-,
1196448,2361053,103,Twentieth Century-Fox Film Corporation; 18 September 1951; LP1263 (in copyright registry),
12544957,836585,16,UK:2000,
8268995,2472912,4,Arabic,
13078916,1334488,16,USA:25 December 1952,
3869755,2220534,2,Color,
11933087,257416,16,Hungary:23 March 2008,
14552311,2425599,16,USA:2013,
13280048,1527970,16,USA:4 May 1990,
12629119,936584,16,Japan:7 May 1992,
2757395,2302970,5,Finland:K-16,
11458326,2383531,7,PCS:Spherical,
11499690,2404760,7,PCS:DV,
2127616,931196,98,"Dick fills in on a children's show and when he sees all the commercialism going, he breaks down on camera. Eventually, the show gets canceled, he has to try to explain what happened to the show's star. Eventually, he gets the show back on the air but with a few changes that the star doesn't like. And George plays a prank on Stephanie making her think she's putting on weight.",rcs0411@yahoo.com
1760912,1736133,75,12,
9845293,815590,6,Mono,
12985524,1247610,16,Denmark:27 October 2006,
6420145,2160544,3,Short,
530621,1743314,15,"Kumar: What Kumar... a love letter?::Kumar: Sex Story. \Malgova Aunty\""""",
14434732,2358772,16,USA:29 September 1915,
259278,223836,15,Phoebe: We're not demon hunting. We're going to lunch.::Chris: Hey. I am not unreasonable. You can hunt demons after lunch.,
4046295,2404645,2,Color,
4613336,1700479,8,USA,
10299245,254000,7,OFM:35 mm,
13200951,1447315,16,USA:15 October 1974,
14127594,2144707,16,Denmark:21 August 2006,"(Den Grå Hal, Christiania)"
10521068,1335918,7,OFM:Video,
9242943,1701687,1,11,
7383031,1329672,4,English,
8199039,2397012,4,English,
7432299,1466298,4,Dutch,
10167287,2307332,6,Silent,
1840533,2388107,71,-,
11908081,231507,16,Japan:24 September 2002,
419582,1236746,15,"Murray Fettle: You're taking the piss::DCI Matt Burke: I'm taking nothing pal, but you are, starting with a murder charge::Murray Fettle: Murder?::DC: And possibly torture::DCI Matt Burke: Don't make him think of two things at once Jackie, otherwise he's brain will overheat and he'll stop breathing",
13337044,1582560,16,USA:10 February 2010,
1625101,2419825,106,"€ 358,637 (Netherlands) (23 October 2011) (86 screens)",
8599351,1755999,18,"Los Angeles, California, USA",
12063354,380416,16,Canada:27 November 1997,
5696411,1685385,3,Adult,
6686718,2329100,3,Biography,
9890209,1314335,6,Mono,
10142940,2238244,6,Silent,
10707015,1730673,7,"LAB:Atlab Film Laboratory Service, Sydney, Australia",
6034191,1904235,3,Short,
13577922,1769343,16,Germany:18 March 2008,(DVD premiere)
3571693,1904919,2,Color,
4915775,1986630,8,Denmark,
10615340,1650870,7,OFM:68 mm,(6 perf. per frame)
6516790,2222407,3,Adventure,
1772343,1772662,87,ID 7825 CS,
10359942,597149,7,RAT:1.33 : 1,
9933349,1653326,6,Silent,
8118893,2311784,4,English,
14174732,2179916,16,Finland:27 October 2012,(TV premiere)
13309357,1565869,16,USA:6 July 1998,
5349788,2396027,8,UK,
5456747,2497146,8,Germany,
1952515,1805963,94,"Schön, Astrid. In: \Film Review\"" (UK)", August 1998
8904948,2379520,18,"Bowlmor Lanes, New York City, New York, USA",
6416063,2157749,3,Documentary,
750337,2379466,15,"Boris: For a group of U.N. guards to go, it's too dangerous. For you guys? Sure, why not? Go to Celibici. Do the world a favor.::Benjamin: Okay, I'm sorry, are you still insinuating we're a CIA hit squad or something?::Boris: I'm sorry, are you still insinuating you're journalists?",
14232373,2223078,16,Japan:8 December 1990,(TV premiere)
7388615,1346716,4,English,
12288188,593297,16,USA:3 April 2011,
4972573,2039362,8,Belgium,
9722898,2434843,1,USA:5,
2387653,55267,5,UK:U,(video rating) (1998) (2008)
2909545,150587,2,Color,
10050431,1981783,6,Silent,
5800670,1752452,3,Family,
9958513,1725202,6,Mono,
6097735,1944698,3,Thriller,
