ss_sold_date_sk,ss_sold_time_sk,ss_item_sk,ss_customer_sk,ss_cdemo_sk,ss_hdemo_sk,ss_addr_sk,ss_store_sk,ss_promo_sk,ss_ticket_number,ss_quantity,ss_wholesale_cost,ss_list_price,ss_sales_price,ss_ext_discount_amt,ss_ext_sales_price,ss_ext_wholesale_cost,ss_ext_list_price,ss_ext_tax,ss_coupon_amt,ss_net_paid,ss_net_paid_inc_tax,ss_net_profit
2452173,67343,49173,63163,1816313,4807,290884,144,508,8446892,6,58.31,64.14,47.46,0.00,284.76,349.86,384.84,14.23,0.00,284.76,298.99,-65.10
2451762,43306,13981,456763,1223080,5277,342208,67,306,5087543,12,58.31,168.51,80.88,0.00,970.56,699.72,2022.12,67.93,0.00,970.56,1038.49,270.84
2452667,67362,17817,627634,673047,7097,47194,86,98,10942250,36,100.00,131.00,90.39,0.00,3254.04,3600.00,4716.00,65.08,0.00,3254.04,3319.12,-345.96
2451954,41477,14835,38945,1821804,1313,313952,121,40,6728203,7,84.36,226.08,226.08,0.00,1582.56,590.52,1582.56,94.95,0.00,1582.56,1677.51,992.04
2451430,29386,53791,522112,1579093,5448,120128,144,37,3622234,3,89.57,89.57,19.70,17.13,59.10,268.71,268.71,0.00,17.13,41.97,41.97,-226.74
2451162,52699,59737,389118,51695,996,63533,20,445,1902811,96,42.68,51.64,24.78,380.62,2378.88,4097.28,4957.44,99.91,380.62,1998.26,2098.17,-2099.02
2452846,46717,33547,437513,1502590,167,194153,144,229,11751066,21,21.84,42.36,31.34,0.00,658.14,458.64,889.56,32.90,0.00,658.14,691.04,199.50
2451049,72004,25810,164280,1462269,3847,172613,94,,1420769,,,12.56,9.92,,,1119.16,,,,972.16,,-147.00
2451911,32756,48491,294420,128800,6709,61488,144,158,6605882,53,21.84,40.18,21.29,11.28,1128.37,1157.52,2129.54,67.02,11.28,1117.09,1184.11,-40.43
2451604,59071,52177,185095,1837671,473,174721,25,420,4336693,15,89.57,268.71,128.98,0.00,1934.70,1343.55,4030.65,96.73,0.00,1934.70,2031.43,591.15
2452692,38313,58161,429481,130832,5165,88667,98,336,11151142,37,94.78,263.48,126.47,1310.22,4679.39,3506.86,9748.76,269.53,1310.22,3369.17,3638.70,-137.69
2451881,46143,14834,737267,1488063,320,54211,144,509,6242661,100,1.00,1.21,0.64,51.20,64.00,100.00,121.00,0.76,51.20,12.80,13.56,-87.20
2452036,47589,44749,480895,1465411,613,224932,73,162,7265332,17,27.05,52.47,27.80,0.00,472.60,459.85,891.99,23.63,0.00,472.60,496.23,12.75
2451031,63012,53791,,674091,,,144,142,1365820,7,,,17.32,,,79.94,,,,,,
2452675,66440,44863,148515,1580011,6514,200726,82,438,11012496,68,11.42,23.41,18.49,0.00,1257.32,776.56,1591.88,62.86,0.00,1257.32,1320.18,480.76
2452167,32604,44293,287698,215063,5133,200115,144,75,8425928,23,53.10,114.16,36.53,0.00,840.19,1221.30,2625.68,16.80,0.00,840.19,856.99,-381.11
2451977,74016,59417,626300,1765083,2285,239170,86,174,6871720,74,94.78,194.29,62.17,0.00,4600.58,7013.72,14377.46,230.02,0.00,4600.58,4830.60,-2413.14
2451880,38784,48169,47587,1178969,989,280594,144,452,6233135,63,58.31,76.38,60.34,1026.38,3801.42,3673.53,4811.94,55.50,1026.38,2775.04,2830.54,-898.49
2451865,62983,46190,166986,1319275,270,158225,144,503,6055474,37,73.94,89.46,61.72,0.00,2283.64,2735.78,3310.02,22.83,0.00,2283.64,2306.47,-452.14
2451771,32949,54173,573446,640739,1521,91475,144,496,5185950,44,68.73,90.03,81.02,1283.35,3564.88,3024.12,3961.32,68.44,1283.35,2281.53,2349.97,-742.59
2451246,35981,61232,450198,1231805,1120,36749,8,248,2508312,99,21.84,46.95,46.95,0.00,4648.05,2162.16,4648.05,371.84,0.00,4648.05,5019.89,2485.89
2451019,50646,36710,328741,1022139,287,19578,112,178,1286159,32,32.26,69.35,33.28,0.00,1064.96,1032.32,2219.20,42.59,0.00,1064.96,1107.55,32.64
2451218,60390,60818,652499,1581795,349,205003,73,507,2153911,54,21.84,24.02,16.57,0.00,894.78,1179.36,1297.08,17.89,0.00,894.78,912.67,-284.58
2451218,70808,30452,61256,646210,4164,28834,25,258,2159792,92,27.05,75.19,67.67,0.00,6225.64,2488.60,6917.48,435.79,0.00,6225.64,6661.43,3737.04
2451002,54022,14834,687288,1262765,4404,43233,80,410,1172105,67,21.84,44.77,2.68,8.97,179.56,1463.28,2999.59,15.35,8.97,170.59,185.94,-1292.69
2451335,52569,26185,188137,661243,1551,58747,128,109,2913608,91,42.68,128.04,67.86,0.00,6175.26,3883.88,11651.64,370.51,0.00,6175.26,6545.77,2291.38
2452497,38695,13965,270843,1192277,5070,363575,144,188,9824816,81,37.47,53.20,42.02,0.00,3403.62,3035.07,4309.20,272.28,0.00,3403.62,3675.90,368.55
2451064,46099,14834,382052,600459,2405,2326,80,426,1453880,79,100.00,142.00,82.36,0.00,6506.44,7900.00,11218.00,585.57,0.00,6506.44,7092.01,-1393.56
2450829,38258,51272,146120,1220923,1003,60540,73,6,130193,98,42.68,123.34,65.37,0.00,6406.26,4182.64,12087.32,384.37,0.00,6406.26,6790.63,2223.62
,,17701,,,,,8,148,5758608,,32.26,,,,,,3187.20,,,,83.25,
2452097,36312,51273,247198,1143763,6034,72076,144,120,7877374,13,21.84,56.12,20.76,0.00,269.88,283.92,729.56,16.19,0.00,269.88,286.07,-14.04
2450949,66097,29530,261028,1252996,4194,166477,144,276,708502,42,73.94,143.44,129.09,0.00,5421.78,3105.48,6024.48,108.43,0.00,5421.78,5530.21,2316.30
2451693,74697,23743,489456,678221,1853,364360,144,251,4611671,42,89.57,173.76,100.78,3343.88,4232.76,3761.94,7297.92,17.77,3343.88,888.88,906.65,-2873.06
2451352,58770,1831,291851,1824444,4893,243988,67,313,3015234,46,42.68,69.56,66.08,0.00,3039.68,1963.28,3199.76,243.17,0.00,3039.68,3282.85,1076.40
2451249,38343,22768,502301,96070,2206,126753,144,25,2547748,2,21.84,65.52,45.20,4.52,90.40,43.68,131.04,0.00,4.52,85.88,85.88,42.20
2451065,65266,15092,699022,322731,6287,101196,144,247,1454683,21,6.21,8.13,4.30,0.00,90.30,130.41,170.73,5.41,0.00,90.30,95.71,-40.11
2451845,36751,60818,646128,1495901,5399,245180,144,326,5854597,35,6.21,12.04,4.45,0.00,155.75,217.35,421.40,4.67,0.00,155.75,160.42,-61.60
2451589,69314,36343,279862,567048,5789,54498,144,75,4240100,79,42.68,91.76,29.36,92.77,2319.44,3371.72,7249.04,155.86,92.77,2226.67,2382.53,-1145.05
2451250,32519,54877,410980,661793,6004,133824,144,134,2564302,74,100.00,131.00,41.92,1457.97,3102.08,7400.00,9694.00,16.44,1457.97,1644.11,1660.55,-5755.89
2451821,70033,6224,587122,1217619,5362,30272,144,2,5618421,81,42.68,96.45,30.86,0.00,2499.66,3457.08,7812.45,24.99,0.00,2499.66,2524.65,-957.42
2452726,68514,705,764163,1741009,1048,257271,144,15,11368697,56,27.05,52.47,49.84,0.00,2791.04,1514.80,2938.32,195.37,0.00,2791.04,2986.41,1276.24
2450938,74157,4960,322391,541,1881,309002,144,120,667664,11,37.47,76.81,56.83,0.00,625.13,412.17,844.91,25.00,0.00,625.13,650.13,212.96
2451896,62020,20036,557733,137163,4095,158331,144,43,6426465,69,42.68,51.64,24.78,683.92,1709.82,2944.92,3563.16,41.03,683.92,1025.90,1066.93,-1919.02
2452153,47954,22769,638113,488063,5491,142014,94,32,8372854,67,11.42,33.00,26.07,0.00,1746.69,765.14,2211.00,139.73,0.00,1746.69,1886.42,981.55
2451696,63403,25811,80640,1765301,7193,97241,104,212,4622955,52,58.31,162.10,77.80,0.00,4045.60,3032.12,8429.20,283.19,0.00,4045.60,4328.79,1013.48
2452304,70029,53791,34949,1731895,3742,181336,144,141,8886050,10,58.31,64.14,33.99,0.00,339.90,583.10,641.40,23.79,0.00,339.90,363.69,-243.20
2451999,49968,53791,694190,352831,357,320755,144,247,7031342,31,11.42,23.41,23.41,0.00,725.71,354.02,725.71,36.28,0.00,725.71,761.99,371.69
2452488,59411,60819,165283,1843449,134,39534,88,135,9733219,83,16.63,37.58,27.80,0.00,2307.40,1380.29,3119.14,23.07,0.00,2307.40,2330.47,927.11
2451883,65663,18998,565059,202559,7105,7822,86,62,6271940,96,32.26,32.26,17.09,574.22,1640.64,3096.96,3096.96,42.65,574.22,1066.42,1109.07,-2030.54
2451401,41462,58258,693763,1208151,727,121582,144,73,3342090,45,58.31,64.14,30.78,0.00,1385.10,2623.95,2886.30,27.70,0.00,1385.10,1412.80,-1238.85
2451463,45587,41212,,,4048,93631,144,400,3714153,73,,,70.05,0.00,,,,,0.00,5113.65,,
2451143,40885,43477,361161,1417543,3652,111041,55,251,1749225,46,100.00,205.00,45.10,0.00,2074.60,4600.00,9430.00,186.71,0.00,2074.60,2261.31,-2525.40
2451914,70235,24093,689349,1181565,5517,269027,144,77,6648113,5,11.42,17.35,8.32,0.00,41.60,57.10,86.75,2.08,0.00,41.60,43.68,-15.50
2451743,45139,30463,116762,1105193,86,243368,52,162,4856436,28,11.42,11.42,6.05,0.00,169.40,319.76,319.76,13.55,0.00,169.40,182.95,-150.36
2451687,38574,1478,168795,1193154,5545,74042,55,78,4586345,36,68.73,133.33,42.66,0.00,1535.76,2474.28,4799.88,122.86,0.00,1535.76,1658.62,-938.52
2452872,71688,25812,,1460901,2424,168858,144,426,11929874,,21.84,,,,,1943.76,,,,1322.54,1375.44,-621.22
2451577,39620,30743,257471,726523,4688,65492,80,195,4166900,98,100.00,110.00,35.20,0.00,3449.60,9800.00,10780.00,275.96,0.00,3449.60,3725.56,-6350.40
2452531,62890,26647,457406,1855771,5454,129871,144,37,10166062,69,32.26,69.35,22.19,581.82,1531.11,2225.94,4785.15,85.43,581.82,949.29,1034.72,-1276.65
2451220,51356,14834,734384,1339762,3680,24738,112,255,2181234,2,58.31,113.12,59.95,0.00,119.90,116.62,226.24,8.39,0.00,119.90,128.29,3.28
2451395,40945,27859,86120,569373,5780,108152,104,19,3286006,38,58.31,82.80,82.80,2957.61,3146.40,2215.78,3146.40,1.88,2957.61,188.79,190.67,-2026.99
2452533,62514,15537,122303,1134109,1913,121745,7,361,10186327,34,84.36,226.08,119.82,0.00,4073.88,2868.24,7686.72,325.91,0.00,4073.88,4399.79,1205.64
2451401,63369,13585,231055,1221473,5929,59156,50,176,3346525,64,100.00,184.00,174.80,0.00,11187.20,6400.00,11776.00,1006.84,0.00,11187.20,12194.04,4787.20
2451829,73655,12133,76522,641443,353,137422,144,382,5679786,95,21.84,33.19,15.93,0.00,1513.35,2074.80,3153.05,30.26,0.00,1513.35,1543.61,-561.45
2452834,65961,47289,372421,1179521,649,15389,144,265,11685395,72,11.42,29.34,20.24,1355.27,1457.28,822.24,2112.48,6.12,1355.27,102.01,108.13,-720.23
2452312,61969,46491,530787,455733,654,41055,144,511,8913154,18,1.00,1.10,0.17,0.00,3.06,18.00,19.80,0.06,0.00,3.06,3.12,-14.94
2451892,64519,28477,514889,702763,1312,120202,144,380,6384141,18,42.68,91.76,44.04,0.00,792.72,768.24,1651.68,31.70,0.00,792.72,824.42,24.48
2451542,45945,54877,7540,213719,5513,26564,144,416,3969627,41,1.00,1.42,0.90,0.00,36.90,41.00,58.22,1.10,0.00,36.90,38.00,-4.10
,39298,10312,,,336,,76,232,3514245,49,,,4.22,,206.78,,,,,206.78,,-97.51
2452712,36695,34560,113586,1779921,5991,48003,76,2,11294875,73,100.00,215.00,137.60,5323.74,10044.80,7300.00,15695.00,141.63,5323.74,4721.06,4862.69,-2578.94
2452698,49759,20037,743050,80671,1247,79887,32,288,11197867,13,47.89,68.00,18.36,0.00,238.68,622.57,884.00,9.54,0.00,238.68,248.22,-383.89
2452111,62902,53791,692793,1098471,1560,71742,144,63,8034190,40,11.42,22.15,16.39,406.47,655.60,456.80,886.00,4.98,406.47,249.13,254.11,-207.67
2452312,53119,53815,698380,1738713,4307,224633,32,109,8911656,17,47.89,98.17,36.32,0.00,617.44,814.13,1668.89,49.39,0.00,617.44,666.83,-196.69
2451242,64713,51272,724880,1860484,1434,141369,8,419,2462060,63,32.26,66.13,59.51,412.40,3749.13,2032.38,4166.19,166.83,412.40,3336.73,3503.56,1304.35
2452521,35453,14835,233978,1552211,2028,26542,67,18,10064570,12,84.36,190.65,150.61,0.00,1807.32,1012.32,2287.80,162.65,0.00,1807.32,1969.97,795.00
2450999,44450,54877,373223,595496,1549,354625,144,513,1149538,20,47.89,98.17,93.26,1585.42,1865.20,957.80,1963.40,11.19,1585.42,279.78,290.97,-678.02
2451973,70912,25811,511297,1502110,4249,188609,37,320,6841023,25,100.00,131.00,62.88,0.00,1572.00,2500.00,3275.00,47.16,0.00,1572.00,1619.16,-928.00
2451131,41511,41212,338827,649072,6693,251594,22,518,1655323,76,11.42,16.21,2.59,0.00,196.84,867.92,1231.96,5.90,0.00,196.84,202.74,-671.08
2452841,42923,2736,260354,1502786,4293,179171,144,83,11717126,100,100.00,205.00,75.85,3716.65,7585.00,10000.00,20500.00,193.41,3716.65,3868.35,4061.76,-6131.65
2452862,70592,30463,728564,1782920,5007,119230,98,326,11862670,4,73.94,158.97,58.81,0.00,235.24,295.76,635.88,11.76,0.00,235.24,247.00,-60.52
2451384,47589,38080,145879,1238473,4228,36376,80,192,3190583,4,58.31,137.61,108.71,0.00,434.84,233.24,550.44,8.69,0.00,434.84,443.53,201.60
2451885,66022,19751,211216,1842863,4160,30950,86,415,6293833,99,27.05,58.15,18.60,828.63,1841.40,2677.95,5756.85,70.89,828.63,1012.77,1083.66,-1665.18
2451251,44660,14834,34427,757569,1900,94485,8,395,2570066,38,21.84,26.42,18.22,138.47,692.36,829.92,1003.96,33.23,138.47,553.89,587.12,-276.03
2452494,47013,20037,404434,95799,1898,274066,144,508,9797086,50,42.68,55.91,47.52,190.08,2376.00,2134.00,2795.50,21.85,190.08,2185.92,2207.77,51.92
2451814,46001,3482,765200,1768021,1487,167836,112,225,5560376,62,11.42,24.55,18.16,900.73,1125.92,708.04,1522.10,9.00,900.73,225.19,234.19,-482.85
2452045,52780,25811,131304,1265989,6973,216304,144,16,7317693,31,21.84,49.35,0.00,0.00,0.00,677.04,1529.85,0.00,0.00,0.00,0.00,-677.04
2452575,33415,30463,244035,402749,1613,243610,55,140,10557328,91,32.26,45.80,31.60,0.00,2875.60,2935.66,4167.80,143.78,0.00,2875.60,3019.38,-60.06
2450977,31554,15188,725166,1576281,973,153130,62,3,972266,78,27.05,61.13,22.61,0.00,1763.58,2109.90,4768.14,88.17,0.00,1763.58,1851.75,-346.32
2451013,66730,60818,753483,1238768,117,84116,144,352,1246843,24,84.36,119.79,63.48,0.00,1523.52,2024.64,2874.96,15.23,0.00,1523.52,1538.75,-501.12
2451953,53612,14835,404572,1667251,1388,200042,32,512,6725877,88,11.42,23.41,16.15,1264.86,1421.20,1004.96,2060.08,9.38,1264.86,156.34,165.72,-848.62
2451439,,41212,,1649573,,158016,144,,3649557,42,,,15.70,,659.40,,,3.23,,323.11,,
2451152,39332,21205,404590,1671593,1536,149216,86,111,1819730,98,32.26,69.35,40.22,0.00,3941.56,3161.48,6796.30,78.83,0.00,3941.56,4020.39,780.08
2451136,52039,15235,251758,1687232,80,19054,121,326,1698644,82,11.42,13.81,13.11,0.00,1075.02,936.44,1132.42,0.00,0.00,1075.02,1075.02,138.58
2451821,38956,54493,658134,1458978,719,120519,104,253,5617223,56,37.47,76.81,8.44,0.00,472.64,2098.32,4301.36,42.53,0.00,472.64,515.17,-1625.68
2452095,43449,60819,133202,1782063,700,121477,144,147,7863357,80,32.26,49.03,23.53,0.00,1882.40,2580.80,3922.40,112.94,0.00,1882.40,1995.34,-698.40
2451092,,42391,644141,1526569,3613,240368,,385,1516297,,,104.99,,0.00,4829.54,,4829.54,,0.00,,5022.72,
2451446,31354,43501,707227,1749981,1409,283661,98,338,3668231,31,42.68,55.91,6.15,0.00,190.65,1323.08,1733.21,15.25,0.00,190.65,205.90,-1132.43
2451615,49299,22769,300038,1572092,5194,96164,144,347,4373134,58,42.68,82.79,78.65,0.00,4561.70,2475.44,4801.82,319.31,0.00,4561.70,4881.01,2086.26
2450983,41210,23611,715964,1462751,397,99492,144,422,1026042,10,21.84,49.35,23.68,213.12,236.80,218.40,493.50,1.42,213.12,23.68,25.10,-194.72
2451307,53774,13927,483798,1783508,4546,77879,55,129,2747771,12,53.10,97.70,51.78,0.00,621.36,637.20,1172.40,12.42,0.00,621.36,633.78,-15.84
2450901,40416,19213,105515,1020019,588,363649,144,234,577262,43,21.84,56.12,53.31,0.00,2292.33,939.12,2413.16,114.61,0.00,2292.33,2406.94,1353.21
2450912,65747,11248,448075,493879,347,80228,22,481,608744,99,42.68,60.60,47.87,3933.47,4739.13,4225.32,5999.40,24.16,3933.47,805.66,829.82,-3419.66
2452088,50586,19751,516195,632729,3857,237759,144,253,7776617,64,73.94,158.97,101.74,0.00,6511.36,4732.16,10174.08,195.34,0.00,6511.36,6706.70,1779.20
2451745,48085,16124,253599,1378492,6767,138210,144,426,4886358,79,58.31,125.36,46.38,0.00,3664.02,4606.49,9903.44,183.20,0.00,3664.02,3847.22,-942.47
2452360,42774,54877,137385,1732683,6091,206778,144,502,9119823,48,11.42,14.96,14.96,0.00,718.08,548.16,718.08,0.00,0.00,718.08,718.08,169.92
2452170,51670,19751,166702,1200829,333,269128,116,269,8435568,27,89.57,211.38,101.46,0.00,2739.42,2418.39,5707.26,27.39,0.00,2739.42,2766.81,321.03
2451739,45136,45313,220853,157664,1189,287882,144,308,4815706,59,37.47,88.42,61.00,0.00,3599.00,2210.73,5216.78,0.00,0.00,3599.00,3599.00,1388.27
2452164,35551,867,307639,640951,245,22762,144,59,8411626,36,21.84,60.71,38.85,0.00,1398.60,786.24,2185.56,55.94,0.00,1398.60,1454.54,612.36
2451538,70764,38704,706712,832625,3654,170832,144,108,3951810,33,1.00,1.10,0.70,0.00,23.10,33.00,36.30,1.38,0.00,23.10,24.48,-9.90
2451212,64339,53791,126340,1844811,1797,307826,32,11,2079869,58,100.00,184.00,106.72,0.00,6189.76,5800.00,10672.00,0.00,0.00,6189.76,6189.76,389.76
2451230,37939,50461,659610,1854436,1014,122504,144,194,2307756,30,37.47,76.81,72.96,0.00,2188.80,1124.10,2304.30,196.99,0.00,2188.80,2385.79,1064.70
2450835,35157,13981,508590,1726370,6269,17097,144,127,180542,62,21.84,51.54,11.33,407.42,702.46,1354.08,3195.48,2.95,407.42,295.04,297.99,-1059.04
2451855,61855,7879,183347,904071,3032,42502,144,358,5953320,92,84.36,84.36,66.64,0.00,6130.88,7761.12,7761.12,367.85,0.00,6130.88,6498.73,-1630.24
2452604,49097,6987,50360,278070,1727,68925,128,475,10665785,18,21.84,49.35,44.41,0.00,799.38,393.12,888.30,71.94,0.00,799.38,871.32,406.26
2450880,69359,54877,672409,504383,4011,241102,56,503,481042,95,53.10,114.16,60.50,3965.77,5747.50,5044.50,10845.20,89.08,3965.77,1781.73,1870.81,-3262.77
2452167,72396,40753,381293,751694,5152,160814,144,265,8425390,61,27.05,35.43,0.00,0.00,0.00,1650.05,2161.23,0.00,0.00,0.00,0.00,-1650.05
2451148,,11383,,752562,,,,,1788104,,1.00,,,,6.78,6.00,12.90,0.46,,5.16,,
2452503,68304,30463,734860,1255273,607,98821,144,212,9885794,62,16.63,46.23,36.52,0.00,2264.24,1031.06,2866.26,22.64,0.00,2264.24,2286.88,1233.18
2452473,51310,39241,398405,1741779,469,106487,128,129,9642943,51,42.68,82.79,57.12,2825.72,2913.12,2176.68,4222.29,6.11,2825.72,87.40,93.51,-2089.28
2452058,42881,29509,108178,1491843,2398,8571,106,410,7453088,37,53.10,114.16,18.26,0.00,675.62,1964.70,4223.92,0.00,0.00,675.62,675.62,-1289.08
2451907,42018,60818,564799,129703,170,172510,62,321,6568194,16,89.57,211.38,166.99,0.00,2671.84,1433.12,3382.08,106.87,0.00,2671.84,2778.71,1238.72
2451761,44144,53171,136702,129263,210,200958,50,361,5073149,88,58.31,107.29,51.49,0.00,4531.12,5131.28,9441.52,226.55,0.00,4531.12,4757.67,-600.16
2452458,52749,20037,21947,415683,1196,31097,62,410,9558875,100,84.36,155.22,147.45,0.00,14745.00,8436.00,15522.00,737.25,0.00,14745.00,15482.25,6309.00
2451989,50896,30463,97407,1502251,5928,9561,121,192,6959726,13,21.84,49.35,23.68,0.00,307.84,283.92,641.55,0.00,0.00,307.84,307.84,23.92
2451140,71823,54877,284240,719211,307,212124,136,353,1728110,27,58.31,113.12,36.19,0.00,977.13,1574.37,3054.24,87.94,0.00,977.13,1065.07,-597.24
2452505,71841,14331,128364,132293,6109,59109,144,427,9908743,62,21.84,42.36,13.55,285.63,840.10,1354.08,2626.32,16.63,285.63,554.47,571.10,-799.61
2451547,53753,48494,490001,1213425,3944,130433,144,294,3994253,81,58.31,58.31,12.82,0.00,1038.42,4723.11,4723.11,51.92,0.00,1038.42,1090.34,-3684.69
2452548,55932,20466,,634492,,,112,258,10320971,,,64.25,,,,4991.40,6039.50,291.69,,,4458.71,-824.38
2452467,65464,15169,183282,1489137,2260,55241,80,111,9612156,11,21.84,31.01,16.43,0.00,180.73,240.24,341.11,0.00,0.00,180.73,180.73,-59.51
2452533,29699,5040,698261,714060,6107,65038,144,106,10189259,80,32.26,93.23,14.91,0.00,1192.80,2580.80,7458.40,95.42,0.00,1192.80,1288.22,-1388.00
2452593,63501,19752,144179,1228181,1769,58507,67,192,10626475,78,100.00,289.00,199.41,0.00,15553.98,7800.00,22542.00,777.69,0.00,15553.98,16331.67,7753.98
2452760,30878,36207,131393,79933,354,28688,144,462,11518713,26,32.26,66.13,21.16,0.00,550.16,838.76,1719.38,33.00,0.00,550.16,583.16,-288.60
2452663,49263,60819,102874,1228800,829,115716,121,294,10909517,68,6.21,12.73,6.74,0.00,458.32,422.28,865.64,0.00,0.00,458.32,458.32,36.04
2452082,62261,17907,458603,720493,3588,212800,104,387,7712654,58,79.15,103.68,11.40,548.79,661.20,4590.70,6013.44,3.37,548.79,112.41,115.78,-4478.29
2451230,47808,740,463486,1867220,1078,227786,50,206,2301758,71,47.89,72.79,65.51,0.00,4651.21,3400.19,5168.09,279.07,0.00,4651.21,4930.28,1251.02
2451177,50133,59210,602510,590861,4928,91564,122,298,1966671,27,37.47,92.55,92.55,1749.19,2498.85,1011.69,2498.85,22.48,1749.19,749.66,772.14,-262.03
2452811,64657,26647,443497,692893,717,51450,144,219,11629906,19,21.84,44.77,30.89,0.00,586.91,414.96,850.63,11.73,0.00,586.91,598.64,171.95
2451983,35615,25811,548815,231489,950,233937,144,35,6914472,13,21.84,44.77,7.16,0.00,93.08,283.92,582.01,5.58,0.00,93.08,98.66,-190.84
2451409,74926,8503,233799,1784111,8,22246,122,52,3423598,46,21.84,56.12,56.12,0.00,2581.52,1004.64,2581.52,0.00,0.00,2581.52,2581.52,1576.88
2452531,66751,43005,674438,612539,238,79077,32,418,10171611,57,58.31,162.10,103.74,1241.76,5913.18,3323.67,9239.70,186.85,1241.76,4671.42,4858.27,1347.75
2452738,71316,54877,139358,1849016,328,87935,22,347,11434891,44,68.73,147.76,39.89,0.00,1755.16,3024.12,6501.44,70.20,0.00,1755.16,1825.36,-1268.96
2452058,73241,3117,37601,1183861,1031,76187,22,97,7455503,29,1.00,1.00,0.16,2.08,4.64,29.00,29.00,0.20,2.08,2.56,2.76,-26.44
2451989,46073,13981,273181,1303081,3889,134007,91,52,6956337,62,53.10,108.85,92.52,0.00,5736.24,3292.20,6748.70,286.81,0.00,5736.24,6023.05,2444.04
2451780,37465,15473,15557,646984,4847,8429,67,89,5293700,90,27.05,58.15,21.51,0.00,1935.90,2434.50,5233.50,0.00,0.00,1935.90,1935.90,-498.60
2451385,34449,30463,516232,1499302,5297,69251,8,355,3196272,68,21.84,24.02,3.84,0.00,261.12,1485.12,1633.36,2.61,0.00,261.12,263.73,-1224.00
2451831,58001,20036,595418,1777619,1069,209516,142,399,5702773,89,1.00,2.15,1.13,0.00,100.57,89.00,191.35,1.00,0.00,100.57,101.57,11.57
2452024,41162,25811,382970,1509142,4287,163608,4,86,7191305,1,58.31,82.80,82.80,0.00,82.80,58.31,82.80,1.65,0.00,82.80,84.45,24.49
2451977,51935,13981,203801,1883401,298,11640,144,7,6869798,43,89.57,202.42,97.16,0.00,4177.88,3851.51,8704.06,125.33,0.00,4177.88,4303.21,326.37
2451230,71806,54385,313546,136842,1914,59332,80,356,2307922,15,32.26,66.13,42.32,0.00,634.80,483.90,991.95,57.13,0.00,634.80,691.93,150.90
2451902,44825,39680,694138,1240112,5280,20509,144,407,6507732,13,89.57,211.38,145.85,1175.55,1896.05,1164.41,2747.94,57.64,1175.55,720.50,778.14,-443.91
2450858,36085,34736,7501,1341905,1291,132954,144,452,377056,3,79.15,129.01,20.64,0.00,61.92,237.45,387.03,1.85,0.00,61.92,63.77,-175.53
2452075,61989,30443,85395,952839,1067,33339,144,109,7637196,1,89.57,192.57,21.18,0.00,21.18,89.57,192.57,1.48,0.00,21.18,22.66,-68.39
2451127,66164,14834,170589,1551383,1687,131267,25,182,1624574,76,42.68,46.94,17.36,0.00,1319.36,3243.68,3567.44,105.54,0.00,1319.36,1424.90,-1924.32
2451972,66788,20037,525354,1461999,2166,34410,144,98,6833094,4,27.05,75.19,36.09,0.00,144.36,108.20,300.76,4.33,0.00,144.36,148.69,36.16
2452492,43147,53791,410923,1149839,4669,166957,121,517,9777962,97,58.31,119.53,51.39,0.00,4984.83,5656.07,11594.41,398.78,0.00,4984.83,5383.61,-671.24
2452860,38802,60819,15373,673320,1628,207383,144,499,11849430,3,89.57,127.18,114.46,0.00,343.38,268.71,381.54,13.73,0.00,343.38,357.11,74.67
2452402,41947,37789,609585,1500949,350,15557,144,268,9264435,88,21.84,44.77,42.53,3330.94,3742.64,1921.92,3939.76,28.81,3330.94,411.70,440.51,-1510.22
2452832,48008,35496,285050,1277064,5147,267449,112,232,11680957,3,21.84,49.35,18.25,0.00,54.75,65.52,148.05,2.73,0.00,54.75,57.48,-10.77
2452481,39893,54877,43011,1799063,18,143961,4,43,9690576,50,1.00,1.42,0.68,0.00,34.00,50.00,71.00,0.68,0.00,34.00,34.68,-16.00
2451865,35255,48860,99068,1732989,6241,213661,144,179,6061465,34,47.89,52.67,36.34,0.00,1235.56,1628.26,1790.78,111.20,0.00,1235.56,1346.76,-392.70
2452524,59649,20037,125547,1479373,1072,13416,25,287,10096208,45,73.94,104.99,33.59,529.04,1511.55,3327.30,4724.55,9.82,529.04,982.51,992.33,-2344.79
2451415,37158,53791,448761,1302172,7122,47956,128,161,3473050,100,58.31,137.61,72.93,4448.73,7293.00,5831.00,13761.00,0.00,4448.73,2844.27,2844.27,-2986.73
2450935,36184,60818,526474,653269,4593,84374,144,112,660779,11,11.42,12.56,1.38,0.00,15.18,125.62,138.16,1.36,0.00,15.18,16.54,-110.44
2451775,48777,36758,732541,549040,2886,113488,7,479,5235957,70,27.05,55.45,26.61,0.00,1862.70,1893.50,3881.50,0.00,0.00,1862.70,1862.70,-30.80
2452538,53756,25812,159048,1377948,1048,1867,144,56,10227664,91,21.84,26.42,15.32,0.00,1394.12,1987.44,2404.22,83.64,0.00,1394.12,1477.76,-593.32
2451218,48104,42848,126575,1305843,6580,125207,144,397,2154032,31,73.94,158.97,92.20,0.00,2858.20,2292.14,4928.07,57.16,0.00,2858.20,2915.36,566.06
2452542,39652,33681,731021,132770,4927,46013,144,291,10262733,91,11.42,29.34,10.85,0.00,987.35,1039.22,2669.94,39.49,0.00,987.35,1026.84,-51.87
